ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Διεύθυνση,Περιφέρεια,Περιφερειακή Ενότητα,Δήμος,Δημοτική Ενότητα,Τηλέφωνο 1,Τηλέφωνο 2,Email
999883900,ΔΙΑΓΝΩΣΤΙΚΗ & ΘΕΡΑΠΕΥΤΙΚΗ ΜΟΝΑΔΑ ΓΙΑ ΤΟ ΠΑΙΔΙ ΣΠΥΡΟΣ ΔΟΞΙΑΔΗΣ,ΔΙΑΓΝΩΣΤΙΚΗ & ΘΕΡΑΠΕΥΤΙΚΗ ΜΟΝΑΔΑ ΓΙΑ ΤΟ ΠΑΙΔΙ ΣΠΥΡΟΣ ΔΟΞΙΑΔΗΣ,"Γοργίου 6, ΤΚ:11636",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2109232347,6986869625,info@doxiadis-unit.gr
090150533,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΝΟΗΤΙΚΩΣ ΚΑΘΥΣΤΕΡΗΜΕΝΩΝ ΚΑΙ ΣΠΑΣΤΙΚΩΝ ΠΑΙΔΩΝ -ΣΤΕΓΗ ΠΑΙΔΙΩΝ "" Ο ΚΑΛΟΣ ΣΑΜΑΡΕΙΤΗΣ"" ",-,"ΠΑΤΡΙΑΡΧΟΥ ΓΡΗΓΟΡΙΟΥ Ε' 3, ΤΚ:16452",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΓΥΡΟΥΠΟΛΗΣ,2109910753,6932093144,kalossamaritis@yahoo.gr
999441487,ΕΘΝΙΚΗ ΟΜΟΣΠΟΝΔΙΑ ΤΥΦΛΩΝ (Ε.Ο.Τ.),-,"ΒΕΡΑΝΖΕΡΟΥ 31, ΤΚ:10432",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105229968,6972770869,eoty@otenet.gr
999038900,Ευρωπαϊκό Δίκτυο κατά της Βίας,Ε.Δ.κ.Β.,"ΗΡΑΚΛΕΙΟΥ 9, ΤΚ:17343",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,-,2109225491,6936756850,info@antiviolence-net.eu
099949308,ΝΟΜΑΡΧΙΑΚΟ ΣΩΜΑΤΕΙΟ ΚΑΡΔΙΤΣΑΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ - ΑμεΑ,-,"Δ. ΛΑΠΠΑ 51, ΤΚ:43100",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,2441029844,6974916411,ameakarditsas@gmail.com
090064446,"ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΝΔΕΣΜΟΣ ΤΥΦΛΩΝ ""Π.Σ.Τ.""",-,"ΒΕΡΑΝΖΕΡΟΥ 31, ΤΚ:10432",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105245001,6989535950,pab@otenet.gr
997840325,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΠΑΙΔΙΩΝ ΚΑΙ ΕΝΗΛΙΚΩΝ ΜΕ ΝΕΟΠΛΑΣΜΑΤΙΚΗ ΑΣΘΕΝΕΙΑ ΚΑΙ ΦΙΛΩΝ ΑΥΤΩΝ  "" ΜΑΖΙ ΣΟΥ"" ",-,"ΜΗΤΡΟΠΟΛΕΩΣ  9, ΤΚ:52100",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΣΤΟΡΙΑΣ,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΣΤΟΡΙΑΣ,2467306822,6945293602,info@mazisou.org.gr
090320053,ΠΑΝΕΛΛΗΝΙΑ ΟΜΟΣΠΟΝΔΙΑ ΣΩΜΑΤΕΙΩΝ ΣΥΛΛΟΓΩΝ ΑΤΟΜΩΝ ΜΕ ΣΑΚΧΑΡΩΔΗ ΔΙΑΒΗΤΗ εν συντομία Π.Ο.Σ.Σ.Α.Σ.ΔΙΑ.,-,"ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ  236, ΤΚ:16341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2105201474,6943764168,possasdia@gmail.com
090248167,ΕΛΛΗΝΙΚΗ ΟΜΟΣΠΟΝΔΙΑ ΘΑΛΑΣΣΑΙΜΙΑΣ (ΕΟΘΑ),-,"ΜΑΚΕΔΟΝΙΑΣ  11, ΤΚ:10433",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2108214140,6979444475,info@eotha.gr
999320272,PR.A.K.S.I.S.- Προγράμματα Ανάπτυξης Κοινωνικής Στήριξης και Ιατρικής Συνεργασίας,-,"Στουρνάρη 57, ΤΚ:10432",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105205200,6982212158,info@praksis.gr
090248131,ΦΙΛΑΝΘΡΩΠΙΚΟΣ ΣΥΛΛΟΓΟΣ ΙΣΡΑΗΛΙΤΩΝ ΑΘΗΝΩΝ,-,"ΛΑΜΠΤΡΩΝ 180, ΤΚ:19400",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΔΗΜΟΣ ΚΡΩΠΙΑΣ,-,210 9656736,6932 469594,info@fsia.gr
997230535,ΜΕ ΑΛΛΑ ΜΑΤΙΑ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,ΜΕ ΑΛΛΑ ΜΑΤΙΑ,"ΕΛΑΙΩΝ 25, ΤΚ:13123",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΙΛΙΟΥ,-,2102627385,6978230631,info@meallamatia.gr
090286290,"ΠΑΓΧΙΑΚΟΣ ΣΥΛΛΟΓΟΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ",-,"ΔΗΜΟΚΡΑΤΙΑΣ 8, ΤΚ:82131",ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,ΔΗΜΟΣ ΧΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,2271024194,6934456744,ameachio@otenet.gr
090317478,ΚΕΝΤΡΟ ΕΙΔΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΠΑΙΔΙΩΝ ΚΑΙ ΕΝΗΛΙΚΩΝ ΜΕ ΑΝΑΠΗΡΙΑ,"Κ.Ε.Ε.Π.Ε.Α. ""Ορίζοντες""","ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ  180, ΤΚ:16341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2109766144,6947316646,info@keepea.gr
090035832,ΧΡΙΣΤΙΑΝΙΚΗ ΑΔΕΛΦΟΤΗΣ Η ΕΙΡΗΝΗ,-,"ΜΑΥΡΟΜΙΧΑΛΗ 32, ΤΚ:10680",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2106832048,6977232564,eireneadelphotes@gmail.com
997426870," «ΑΓΩΝΑΣ ΖΩΗΣ» Ν.ΕΥΡΥΤΑΝΙΑΣ",-,"ΖΗΝΟΠΟΥΛΟΥ  1, ΤΚ:36100",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΕΝΗΣΙΟΥ,2237300599,6974944104,agonas.zois.evr@hotmail.com
090066950,ΚΕΝΤΡΟ ΕΙΔΙΚΗΣ ΑΓΩΓΗΣ,-,"ΚΟΛΟΤΟΥΡΟΥ  14, ΤΚ:55132",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,-,2310453107,6944438171,keathe@otenet.gr
998395390,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ-ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ-""Η ΑΝΟΙΧΤΗ ΑΓΚΑΛΙΑ""",-,"ΚΑΖΑΝΤΖΑΚΗ 8 & ΑΝΔΡΟΝΙΚΟΥ 27, ΤΚ:13561",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,2102691834,6984648249,info@anixtiagkalia.gr
997093769," ΣΤΕΓΕΣ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΙΑ",ΕΛΠΙΔΑ ΖΩΗΣ,"ΝΕΟΚΑΙΣΑΡΕΙΑ -, ΤΚ:45500",ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΝΩΝ,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΤΩΝ,2651091658,6940727541,syd.elpidazois@gmail.com
996920991,ΔΡΑΣΗ ΓΙΑ  ΤΟΝ  ΑΝΘΡΩΠΟ ΑΣΤΙΚΗ ΜΗ  ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,ΔΡΑΣΗ ΓΙΑ ΤΟΝ ΑΝΘΡΩΠΟ,"ΠΛΑΠΟΥΤΑ 19, ΤΚ:18758",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,ΔΗΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΕΡΑΤΣΙΝΙΟΥ,2104002387,6936874464,drasigiatonanthropo@gmail.com
090164734,ΣΠΕΣΙΑΛ ΟΛΥΜΠΙΚΣ ΙΝΤΕΡΝΑΣΙΟΝΑΛ ΕΛΛΑΣ,-,"ΟΛΥΜΠΙΑΚΑ ΑΚΙΝΗΤΑ ΠΑΡΚΟ ΓΟΥΔΗ ΚΤΙΡΙΟ Β07 -, ΤΚ:11527",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2112011000,6978057515,sohellas.info@gmail.com
099518625,ΠΡΩΤΟΠΟΡΙΑ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,-,"ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ  210, ΤΚ:17675",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΛΙΘΕΑΣ,2109578090,6948948742,protoporia@keat.gr
998890480,ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΜΟΣΠΟΝΔΙΑ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΘΕΣΣΑΛΙΑΣ (Π.ΟΜ.Α.μεΑ),-,"ΠΑΛΑΙΟΛΟΓΟΥ  11 - 13, ΤΚ:41223",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΙΩΝ,2410555730,6974661662,pomameathes@gmail.com
999824068,ΣΥΛΛΟΓΟΣ ΠΡΟΣΤΑΣΙΑΣ ΠΑΙΔΙΩΝ ΒΕΝΙΑΜΙΝ,BENIAMIN,"Αυγουστίνου 9, ΤΚ:60134",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΙΕΡΙΑΣ,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΤΕΡΙΝΗΣ,2351024050,6943477043,benjaminorphans@gmail.com
996850959,VILLAGERS OF GREECE - VOG ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΙΑ,-,"- -, ΤΚ:43060",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΟΥΖΑΚΙΟΥ,6982020578,-,villagersofgreece@gmail.com
997896241,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΤΡΙΩΝ ΤΕΚΝΩΝ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΧΙΟΥ,ΠΑΝΑΓΙΑ Η ΝΕΑΜΟΝΗΤΙΣΣΑ,"ΕΥΡΕΤΗΣ 4Α, ΤΚ:82150",ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,ΔΗΜΟΣ ΧΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,2271080711,6984704220,triteknoixiou@gmail.com
996563123,ΦΘΙΩΤΙΚΟ ΣΩΜΑΤΕΙΟ ΓΟΝΕΩΝ - ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ,-,"ΛΕΩΝΙΔΟΥ  10, ΤΚ:35100",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΘΙΩΤΙΔΑΣ,ΔΗΜΟΣ ΛΑΜΙΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΜΙΕΩΝ,6972887008,6947943715,fthiaamea@gmail.com
998263644,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΤΡΙΩΝ ΤΕΚΝΩΝ ΝΟΜΟΥ ΜΑΓΝΗΣΙΑΣ ","""ΑΡΓΩ""","ΔΗΜΗΤΡΙΟΥ ΠΟΛΙΟΡΚΗΤΟΥ  26Α, ΤΚ:38222",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,ΔΗΜΟΣ ΒΟΛΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΟΛΟΥ,2421049010,+306936906292,triteknoi.magnisias@yahoo.gr
802599130,NO WOMAN ALONE NO CHILD ALONE Α.Μ.Κ.Ε.,-,"ΘΕΜΙΣΤΟΚΛΕΟΥΣ 74, ΤΚ:10681",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,6987455624,-,info@no-alone.gr
099897006,ΣΩΜΑΤΕΙΟ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΝΟΜΟΥ ΛΑΚΩΝΙΑΣ,-,"- -, ΤΚ:22012",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΚΩΝΙΑΣ,ΔΗΜΟΣ ΣΠΑΡΤΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΙΝΟΥΝΤΟΣ,2731083335,6972055212,amealakonias@yahoo.gr
997003535,ΚΙΝΤΣ ΦΕΡ ΚΟΛΛΕΞΙΟΝ Μ.Κ.Ο.,Kids Fair Collection,"Αγίου Κων/νου 40, ΤΚ:15124",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,-,2108015901,6972940329,info@kidsfaircollection.gr
090344063,"ΜΙΚΤΟ ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΑΜΕΑ ""Η ΚΥΨΕΛΗ""",Η ΚΥΨΕΛΗ,"ΔΙΚΕΛΗ 4, ΤΚ:81131",ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΣΒΟΥ,ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΥΤΙΛΗΝΗΣ,2251020022,6984079413,kipseli-amea@windowslive.com
998605427,Η ΑΣΠΙΔΑ,-,"ΕΛΕΥΘΕΡΩΤΩΝ  27, ΤΚ:17237",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΥΜΗΤΤΟΥ,210-9715177,-,mitosaspida@gmail.com
090220331,"ΣΥΛΛΟΓΟΣ ΕΘΕΛΟΝΤΩΝ ΑΙΜΟΔΟΤΩΝ, ΑΙΜΟΠΟΙΗΤΙΚΩΝ ΚΥΤΤΑΡΩΝ & ΔΩΡΗΤΩΝ ΟΡΓΑΝΩΝ ΣΩΜΑΤΟΣ ΡΟΔΟΥ ",ΑΓΙΟΣ ΕΦΡΑΙΜ,"ΚΡΙΣΤΙΑΝ ΜΠΑΡΝΑΡΝΤ 1, ΤΚ:85133",ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,ΔΗΜΟΣ ΡΟΔΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,2241069444,6982133103,sea.rodou@hotmail.com
997168890,ΙΘΑΚΗ Αστική Μη Κερδοσκοπική Εταιρεία,-,"ΧΑΝΙΩΝ 2Α, ΤΚ:11257",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2110016043,6936640465,info@ithacalaundry.gr
099411940,Η ΛΑΜΨΗ ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΠΑΙΔΙΩΝ ΜΕ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΑΣΘΕΝΕΙΕΣ ΒΟΡΕΙΑΣ ΕΛΛΑΔΑΣ,-,"Κλεάνθους  5, ΤΚ:54453",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,2310943396,6987656872,lampsi@lampsi.org
