ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Νομική Μορφή,ΦΕΚ,ΦΕΚ Ανανέωσης,Διάρκεια Πιστοποίησης Έως,Ηλικιακή Ομάδα,Υπηρεσίες,Δομές
090000900,"ΑΣΥΛΟΝ ΠΕΝΗΤΩΝ Β. ΑΘΑΝΑΣΙΟΥ ΠΡΩΘΙΕΡΕΩΣ ΓΗΡΟΚΟΜΕΙΟΝ ΠΕΙΡΑΙΩΣ ",-,Ίδρυμα,Β΄4495,,20/08/2029,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΓΗΡΟΚΟΜΕΙΟ ΠΕΙΡΑΙΩΣ
090030480,ΠΑΙΔΙΚΑ ΧΩΡΙΑ SOS ΕΛΛΑΔΟΣ,-,Σωματείο – Σύλλογος,Β΄3696,,15/07/2029,"Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","Παιδικό Χωριό SOS Βάρης,Παιδικό Χωριό SOS Πλαγιαρίου,Παιδικό Χωριό SOS Θράκης,Παιδικό Χωριό SOS Κρήτης,Κέντρο Στήριξης Παιδιού και Οικογένειας Αθήνας,Κέντρο Μαθησιάκης και Παιδαγωγικής Υποστήριξης Αθήνας,Κέντρο Στήριξης Παιδιού και Οικογένειας Θεσσαλονίκης,Κέντρο Μαθησιακής και Παιδαγωγικής Υποστήριξης Θεσσαλονίκης,Κέντρο Στήριξης Παιδιού και Οικογένειας Πάτρας,Διαμέρισματα Ημιαυτόνομης Διαβίωσης Αθηνών,Κέντρο Στήριξης Παιδιού και Οικογένειας Καλαμάτας,Κέντρο Στήριξης Παιδιού και Οικογένειας Ηρακλείου,Κέντρο Στήριξης Παιδιού και Οικογένειας Ιωαννίνων,Κέντρο Στήριξης Παιδιού και Οικογένειας Μυτιλήνης,Κέντρο Στήριξης Παιδιού και Οικογένειας Κομοτηνής,Κέντρο Επαγγελματικής και Οικογενειακής Υποστήριξης Καλαμάτα"
090044830,ΠΑΝΕΛΛΗΝΙΑ ΕΝΩΣΗ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΠΑΙΔΙΩΝ ΝΟΗΤΙΚΑ ΥΣΤΕΡΟΥΝΤΩΝ,ΠΕΓΚΑΠ-ΝΥ,Σωματείο – Σύλλογος,Β' 7078,,30/12/2029,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΔΗΦ ΧΑΛΑΝΔΡΙΟΥ,ΚΔΗΦ ΑΝΟΙΞΗ,ΣΥΔ - ΟΙΚΟΤΡΟΦΕΙΟ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ"
099450104,ΓΕΝΙΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΜΑΡΩΝΕΙΑΣ ΚΑΙ ΚΟΜΟΤΗΝΗΣ,-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β΄ 1236,,13/03/2029,Γενικός Πληθυσμός,"Σίτιση,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.)","ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ  ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΑΓΙΑΣ ΣΟΦΙΑΣ  ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ  ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΑΓΙΟΥ ΣΤΥΛΙΑΝΟΥ ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΑΓΙΟΥ ΚΟΣΜΑ ΤΟΥ ΑΙΤΩΛΟΥ ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΚΟΙΜΗΣΕΩΣ ΤΗΣ ΘΕΟΤΟΚΟΥ ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΕΥΑΓΓΕΛΙΣΜΟΥ ΤΗΣ ΘΕΟΤΟΚΟΥ ΚΟΜΟΤΗΝΗΣ,ΕΝΟΡΙΑΚΟ ΦΙΛΟΠΤΩΧΟ ΤΑΜΕΙΟ ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ ΚΟΣΜΙΟΥ"
090002794,ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΑΠΟΚΑΤΑΣΤΑΣΕΩΣ ΑΝΑΠΗΡΩΝ ΠΡΟΣΩΠΩΝ (ΕΛΕΠΑΠ),-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β 6367,,21/11/2028,"Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Επαγγελματική κατάρτιση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη","ΚΔΗΦ ΕΛΕΠΑΠ ΑΘΗΝΑΣ,ΚΔΗΦ ΕΛΕΠΑΠ ΘΕΣΣΑΛΟΝΙΚΗΣ ,ΚΔΗΦ ΕΛΕΠΑΠ ΙΩΑΝΝΙΝΩΝ,ΚΔΗΦ ΕΛΕΠΑΠ ΧΑΝΙΩΝ,ΚΔΗΦ ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΑΓΡΙΝΙΟΥ,ΚΔΗΦ ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΒΟΛΟΥ,ΚΑΑ ΕΛΕΠΑΠ ΑΘΗΝΑΣ,ΚΑΑ ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΘΕΣΣΑΛΟΝΙΚΗΣ,KAA ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΙΩΑΝΝΙΝΩΝ,ΚΑΑ ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΑΓΡΙΝΙΟΥ,ΚΑΑ ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΒΟΛΟΥ,ΚΑΑ ΠΑΡΑΡΤΗΜΑ ΕΛΕΠΑΠ ΧΑΝΙΩΝ"
090269810,ΚΑΡΙΤΑΣ ΕΛΛΑΣ,ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ,Σωματείο – Σύλλογος,Β΄4789,,09/09/2029,Γενικός Πληθυσμός,"Αιμοδοσία,Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Ψυχολογική υποστήριξη","Κέντρο Αντάμα ,Helios,ΚΑΡΙΤΑΣ ΕΛΛΑΣ"
090079110,ΑΝΩΤΑΤΗ ΣΥΝΟΜΟΣΠΟΝΔΙΑ ΠΟΛΥΤΕΚΝΩΝ ΕΛΛΑΔΟΣ (ΑΣΠΕ),-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β΄3247,,25/06/2029,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα)",ΓΡΑΦΕΙΑ ΑΝΩΤΑΤΗΣ ΣΥΝΟΜΟΣΠΟΝΔΙΑΣ ΠΟΛΥΤΕΚΝΩΝ ΕΛΛΑΔΟΣ
090269765,ΕΤΑΙΡΕΙΑ ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΠΟΛΙΤΙΣΤΙΚΗΣ ΣΤΗΡΙΞΗΣ ΠΑΛΙΝΝΟΣΤΟΥΝΤΩΝ ΟΜΟΓΕΝΩΝ ΝΟΣΤΟΣ,ΕΚΠΟΣΠΟ ΝΟΣΤΟΣ,Αστική μη Κερδοσκοπική Εταιρεία,Β΄4116,,29/07/2029,"Γενικός Πληθυσμός, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών","Διανυκτέρευση,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Σίτιση,Ψυχολογική υποστήριξη","TEEN SPIRIT I,TEEN SPIRIT IΙ,Teen Spirit Apartments 1,Teen Spirit Apartments 2,Teen Spirit Apartments 3,Δομή Ψυχοκοινωνικής Στήριξης Ατόμων της ΛΟΑΤΚΙ+ κοινότητας με λειτουργία τηλ γραμμής ψυχολογικής στήριξης,Μονάδα Εποπτευόμενων Διαμερισμάτων για άτομα της ΛΟΑΤΚΙ+ (LGBTQI+) κοινότητας,Κεντρικά γραφεία ΕΚΠΟΣΠΟ ΝΟΣΤΟΣ"
099798711,Σύλλογος Γονέων και Κηδεμόνων Ατόμων με Αναπηρία Ν. Κιλκίς-ΒηματίΖΩ,-,Σωματείο – Σύλλογος,Β΄4789,,09/09/2029,Γενικός Πληθυσμός,"Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","Κέντρο Διημέρευσης και Ημερήσιας Φροντίδας ΑμεΑ Ν. Κιλκίς ""ΒηματίΖΩ,Στέγη Υποστηριζόμενης Διαβίωσης ""ΒηματίΖΩ Ι"",Στέγη Υποστηριζόμενης Διαβίωσης ""ΒηματίΖΩ ΙΙ"",Στέγη Υποστηριζόμενης Διαβίωσης ""ΒηματίΖΩ ΙΙΙ"""
998530517,"ΣΥΛΛΟΓΟΣ ΚΟΙΝΩΝΙΚΗΣ ΠΑΡΕΜΒΑΣΗΣ ","ΕΡΑΣΜΟΣ ",Σωματείο – Σύλλογος,Β΄1597,,02/04/2029,Γενικός Πληθυσμός,"Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΓΡΑΦΕΙΑ ΔΙΟΙΚΗΣΗΣ - ΣΥΜΒΟΥΛΕΥΤΙΚΟΣ ΣΤΑΘΜΟΣ "
090008123,"ΔΙΕΘΝΗΣ ΚΟΙΝΩΝΙΚΗ ΥΠΗΡΕΣΙΑ - ΕΛΛΗΝΙΚΟΣ ΚΛΑΔΟΣ ",-,Σωματείο – Σύλλογος,Β΄3696,,15/07/2029,Γενικός Πληθυσμός,"Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Συμβουλευτική στήριξη",Διεθνής Κοινωνική Υπηρεσία- Ελληνικός Κλάδος
997004439,ΔΕΣΜΟΙ ΑΛΛΗΛΕΓΓΥΗΣ ΑΜΚΕ,-,Αστική μη Κερδοσκοπική Εταιρεία,Β΄3247,,25/06/2029,Γενικός Πληθυσμός,"Εκπαίδευση εθελοντών,Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Ψυχολογική υποστήριξη",Δεσμοί Αλληλεγγύης
090210595,<< Ο ΑΓΙΟΣ ΒΛΑΣΙΟΣ >>,-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β΄4495,,20/08/2029,Γενικός Πληθυσμός,Φιλοξενία,Ο ΑΓΙΟΣ ΒΛΑΣΙΟΣ
999919950,"ΣΥΛΛΟΓΟΣ ""ΝΟΣΗΛΕΙΑ""",-,Σωματείο – Σύλλογος,Β΄3247,,25/06/2029,"Γενικός Πληθυσμός, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φροντίδα στο σπίτι,Φυσικοθεραπεία,Ψυχολογική υποστήριξη",ΣΥΛΛΟΓΟΣ ΝΟΣΗΛΕΙΑ
090242440,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΚΕΡΚΥΡΑΣ",-,Σωματείο – Σύλλογος,Β΄1385,,21/03/2029,"Γενικός Πληθυσμός, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΚΑΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΜΕΛΙΣΣΑ
090283298,«ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΓΥΝΑΙΚΩΝ ΜΕ ΚΑΡΚΙΝΟ ΜΑΣΤΟΥ- ΑΛΜΑ ΖΩΗΣ»," «ΑΛΜΑ ΖΩΗΣ»",Σωματείο – Σύλλογος,Β' 6303/24-11-2025,,24/11/2029,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Ψυχολογική υποστήριξη",ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΓΥΝΑΙΚΩΝ ΜΕ ΚΑΡΚΙΝΟ ΜΑΣΤΟΥ ¨ΑΛΜΑ ΖΩΗΣ¨
997049316,"ΦΑΣΜΑ ΣΩΜΑΤΕΙΟ ΓΟΝΕΩΝ ,ΚΗΔΕΜΟΝΩΝ , ΦΙΛΩΝ , ΠΑΙΔΙΩΝ ΚΑΙ ΑΤΟΜΩΝ ΜΕ ΑΥΤΙΣΜΟ ΚΟΡΙΝΘΙΑΣ",-,Σωματείο – Σύλλογος,Β΄3247,,25/06/2029,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Ψυχολογική υποστήριξη",ΦΑΣΜΑ ΣΩΜΑΤΕΙΟ ΓΟΝΕΩΝ ΚΗΔΕΜΟΝΩΝ ΦΙΛΩΝ ΠΑΙΔΙΩΝ ΚΑΙ ΑΤΟΜΩΝ ΜΕ ΑΥΤΙΣΜΟ ΚΟΡΙΝΘΙΑΣ
099931932,ΙΔΡΥΜΑ ΝΕΟΤΗΤΟΣ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΝΕΑΠΟΛΕΩΣ  ΚΑΙ ΣΤΑΥΡΟΥΠΟΛΕΩΣ,-,Ίδρυμα,Β' 6036,,11/11/2029,"Γενικός Πληθυσμός, Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών","Διανυκτέρευση,Ενημέρωση/πληροφόρηση,Κατασκήνωση,Παιδαγωγικές δραστηριότητες","Ο Καλός Ποιμήν,ΕΝΟΡΙΑΚΑ ΠΑΙΧΝΙΔΙΑ,ΦΕΣΤΙΒΑΛ ΝΕΟΛΑΙΑΣ,Ρομποτική,Ενισχυτική διδασκαλία ""ΣΠΟΥΔΗ"",ΕΥΛΟΓΗΜΕΝΟ ΚΑΤΑΦΥΓΙΟ"
090044620,"ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΡΑΠΛΗΓΙΚΩΝ ",-,Σωματείο – Σύλλογος,Β΄3696,,15/07/2029,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φροντίδα στο σπίτι,Ψυχολογική υποστήριξη","ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΡΑΠΛΗΓΙΚΩΝ ΑΘΗΝΑΣ,ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΡΑΠΛΗΓΙΚΩΝ ΠΑΡΑΡΤΗΜΑ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΡΑΠΛΗΓΙΚΩΝ ΠΑΡΑΡΤΗΜΑ ΑΧΑΪΑΣ ,ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΡΑΠΛΗΓΙΚΩΝΠΑΡΑΡΤΗΜΑ Β. ΑΝΑΤ. ΠΕΛΟΠΟΝΝΗΣΟΥ ,ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΡΑΠΛΗΓΙΚΩΝ ΠΑΡΑΡΤΗΜΑ ΑΝΑΤΟΛΙΚΗΣ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ "
090114595,ΕΝΩΣΗ ΓΟΝΕΩΝ ΝΟΗΤΙΚΩΣ ΥΣΤΕΡΟΥΝΤΩΝ ΑΤΟΜΩΝ-ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ,-,Σωματείο – Σύλλογος,Β΄3696,,15/07/2029,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Εκπαίδευση εθελοντών,Εργοθεραπεία,Κατασκήνωση,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΣΤΕΓΗ ΤΗΣ ΕΓΝΥΑ,ΚΔΗΦ ΕΓΝΥΑ,ΣΥΔ ΑΙΓΕΑΣ,ΣΥΔ ΙΔΡΥΜΑ ΣΤΑΥΡΟΣ ΝΙΑΡΧΟΣ"
